message;severity;node;stamp;topics;location
"{'avg_observe_ratio': 0.32, 'avg_explore_ratio': 0.19, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.49, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 9300, 'fittest_gene': '1-2-0-2-1-1-0-1-1-0-1-2-0-1-2-2-1-1-2-0'}";"2";"/record_generation_server";"1650483438.240329980";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.24, 'avg_explore_ratio': 0.2, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.6, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.56, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 9200, 'fittest_gene': '1-0-0-2-1-1-1-1-1-2-2-2-1-1-1-1-1-1-0-0'}";"2";"/record_generation_server";"1650483437.794600963";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.27, 'avg_explore_ratio': 0.21, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.65, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.52, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 9100, 'fittest_gene': '1-2-0-2-1-1-1-1-1-2-1-2-1-1-1-1-1-1-0-0'}";"2";"/record_generation_server";"1650483437.321679115";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.29, 'avg_explore_ratio': 0.22, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.6, 'avg_fitness': 1.584, 'avg_exploit_ratio': 0.49, 'max_fitness': 1.98, 'fittest_observe_ratio': 0.25, 'tick_id': 9000, 'fittest_gene': '1-0-0-2-1-1-1-1-1-1-1-2-2-1-2-1-1-1-2-0'}";"2";"/record_generation_server";"1650483436.833142995";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.28, 'avg_explore_ratio': 0.25, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.47, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 8900, 'fittest_gene': '1-2-0-2-1-1-0-1-2-1-1-2-0-1-2-2-1-1-0-0'}";"2";"/record_generation_server";"1650483436.362607002";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.29, 'avg_explore_ratio': 0.19, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.52, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 8800, 'fittest_gene': '1-2-0-2-1-1-0-1-2-1-1-2-0-1-2-2-1-1-0-0'}";"2";"/record_generation_server";"1650483435.889868021";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.29, 'avg_explore_ratio': 0.2, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.51, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 8700, 'fittest_gene': '1-1-0-2-1-1-1-1-1-1-1-2-2-1-2-2-1-0-0-0'}";"2";"/record_generation_server";"1650483435.419497966";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.28, 'avg_explore_ratio': 0.2, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.52, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 8600, 'fittest_gene': '1-2-0-2-1-1-2-1-1-1-1-2-0-1-2-2-1-1-0-0'}";"2";"/record_generation_server";"1650483434.928383111";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.28, 'avg_explore_ratio': 0.19, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.53, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 8500, 'fittest_gene': '1-2-0-2-1-1-2-1-1-1-1-2-0-1-2-1-1-1-0-0'}";"2";"/record_generation_server";"1650483434.454441070";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.25, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.65, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.54, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.1, 'tick_id': 8400, 'fittest_gene': '1-1-0-0-1-1-2-1-1-1-1-1-0-1-1-1-2-1-0-0'}";"2";"/record_generation_server";"1650483433.982065916";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.24, 'avg_explore_ratio': 0.22, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.54, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 8300, 'fittest_gene': '1-2-0-2-1-1-2-1-1-1-1-2-0-1-1-2-2-1-0-0'}";"2";"/record_generation_server";"1650483433.517822027";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.26, 'avg_explore_ratio': 0.2, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.6, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.54, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 8200, 'fittest_gene': '1-1-0-1-1-1-2-1-1-1-1-1-0-1-2-2-2-1-0-0'}";"2";"/record_generation_server";"1650483433.031697988";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.27, 'avg_explore_ratio': 0.22, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.51, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.25, 'tick_id': 8100, 'fittest_gene': '1-2-0-0-1-1-2-1-1-1-1-1-0-1-2-2-2-1-0-0'}";"2";"/record_generation_server";"1650483432.531332969";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.24, 'avg_explore_ratio': 0.31, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.45, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 8000, 'fittest_gene': '1-2-0-2-1-1-2-1-1-1-1-1-0-1-2-2-2-1-0-0'}";"2";"/record_generation_server";"1650483432.050690889";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.35, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.44, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.15, 'tick_id': 7900, 'fittest_gene': '1-2-0-1-1-0-2-0-2-1-1-1-0-1-0-1-0-0-0-0'}";"2";"/record_generation_server";"1650483431.580116987";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.2, 'avg_explore_ratio': 0.38, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.42, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.2, 'tick_id': 7800, 'fittest_gene': '1-2-0-0-1-1-2-1-1-1-1-1-0-1-2-2-0-0-0-0'}";"2";"/record_generation_server";"1650483431.095104932";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.39, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.4, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 7700, 'fittest_gene': '1-2-0-0-1-1-2-1-1-1-1-1-0-1-2-2-0-0-0-0'}";"2";"/record_generation_server";"1650483430.580869913";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.2, 'avg_explore_ratio': 0.35, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.3, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.45, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.25, 'tick_id': 7600, 'fittest_gene': '1-2-0-0-1-0-2-0-2-1-1-1-0-1-2-2-0-0-0-0'}";"2";"/record_generation_server";"1650483430.082737922";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.33, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.49, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 7500, 'fittest_gene': '1-2-0-2-0-1-2-1-1-1-1-1-1-1-2-2-0-1-0-0'}";"2";"/record_generation_server";"1650483429.610622882";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.2, 'avg_explore_ratio': 0.33, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.47, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 7400, 'fittest_gene': '1-2-0-0-1-1-2-1-1-1-1-0-1-0-0-1-2-1-0-0'}";"2";"/record_generation_server";"1650483429.160494089";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.23, 'avg_explore_ratio': 0.26, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.51, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 7300, 'fittest_gene': '1-2-0-0-0-1-2-1-1-1-1-0-1-0-0-1-2-1-0-0'}";"2";"/record_generation_server";"1650483428.693131923";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.22, 'avg_explore_ratio': 0.29, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.49, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 7200, 'fittest_gene': '1-2-0-2-0-1-2-1-1-1-1-1-1-1-2-2-2-1-1-0'}";"2";"/record_generation_server";"1650483428.218749046";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.24, 'avg_explore_ratio': 0.29, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.47, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 7100, 'fittest_gene': '1-2-0-0-0-1-2-1-1-1-1-0-1-0-0-1-2-1-0-0'}";"2";"/record_generation_server";"1650483427.784055948";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.23, 'avg_explore_ratio': 0.32, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.45, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 7000, 'fittest_gene': '1-2-0-0-0-1-0-2-1-2-1-1-1-1-2-2-2-1-1-1'}";"2";"/record_generation_server";"1650483427.279412031";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.25, 'avg_explore_ratio': 0.27, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.751999999999997, 'avg_exploit_ratio': 0.48, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 6900, 'fittest_gene': '1-2-0-0-0-2-0-2-1-1-0-0-1-1-1-2-2-1-1-1'}";"2";"/record_generation_server";"1650483426.781826019";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.23, 'avg_explore_ratio': 0.26, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.51, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 6800, 'fittest_gene': '1-2-0-0-0-1-0-2-1-2-1-1-1-1-2-2-2-1-1-1'}";"2";"/record_generation_server";"1650483426.324968099";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.22, 'avg_explore_ratio': 0.26, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.52, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.25, 'tick_id': 6700, 'fittest_gene': '1-2-0-0-0-1-0-2-1-2-1-1-1-1-1-2-2-1-1-1'}";"2";"/record_generation_server";"1650483425.846761941";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.25, 'avg_explore_ratio': 0.24, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.51, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.35, 'tick_id': 6600, 'fittest_gene': '1-2-0-0-0-1-0-2-1-2-1-0-1-1-2-2-2-1-1-2'}";"2";"/record_generation_server";"1650483425.364583015";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.27, 'avg_explore_ratio': 0.24, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.49, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 6500, 'fittest_gene': '1-1-2-0-0-1-0-2-1-2-1-0-1-1-2-2-2-1-1-1'}";"2";"/record_generation_server";"1650483424.833204030";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.27, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.167999999999998, 'avg_exploit_ratio': 0.52, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 6400, 'fittest_gene': '1-1-2-0-0-1-0-2-1-2-1-0-1-1-2-2-2-1-1-1'}";"2";"/record_generation_server";"1650483424.338362932";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.2, 'avg_explore_ratio': 0.26, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.54, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 6300, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-1-0-1-1-1-2-2-1-1-1'}";"2";"/record_generation_server";"1650483423.915601968";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.22, 'avg_explore_ratio': 0.25, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.53, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 6200, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-1-0-1-1-1-2-2-1-1-1'}";"2";"/record_generation_server";"1650483423.411485910";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.23, 'avg_explore_ratio': 0.26, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.51, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 6100, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-1-0-1-1-1-2-2-1-1-1'}";"2";"/record_generation_server";"1650483422.907337903";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.22, 'avg_explore_ratio': 0.27, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.65, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.51, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 6000, 'fittest_gene': '1-1-1-0-0-1-0-2-1-1-1-0-1-1-1-2-2-1-1-1'}";"2";"/record_generation_server";"1650483422.417927026";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.26, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.7, 'avg_fitness': 3.1679999999999984, 'avg_exploit_ratio': 0.56, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.1, 'tick_id': 5900, 'fittest_gene': '1-1-1-0-1-1-0-2-1-1-1-0-1-1-1-1-2-0-1-1'}";"2";"/record_generation_server";"1650483421.945939064";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.16, 'avg_explore_ratio': 0.32, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.52, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.1, 'tick_id': 5800, 'fittest_gene': '1-1-0-0-0-1-0-2-1-1-1-0-1-1-1-1-2-0-0-1'}";"2";"/record_generation_server";"1650483421.506287097";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.22, 'avg_explore_ratio': 0.3, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 4.752, 'avg_exploit_ratio': 0.48, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.1, 'tick_id': 5700, 'fittest_gene': '1-1-0-0-0-1-0-2-1-1-1-0-1-1-1-1-2-0-0-1'}";"2";"/record_generation_server";"1650483421.006391048";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.36, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.46, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.1, 'tick_id': 5600, 'fittest_gene': '1-1-0-0-0-1-0-2-1-1-1-0-1-1-1-1-2-0-0-0'}";"2";"/record_generation_server";"1650483420.557080030";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.35, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.47, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 5500, 'fittest_gene': '1-1-0-2-2-1-0-2-1-2-1-0-1-1-1-1-2-0-0-0'}";"2";"/record_generation_server";"1650483420.075339078";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.38, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.44, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.15, 'tick_id': 5400, 'fittest_gene': '1-1-0-0-2-1-0-1-1-2-1-0-1-1-1-0-2-0-0-0'}";"2";"/record_generation_server";"1650483419.597896099";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.4, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.168, 'avg_exploit_ratio': 0.39, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.15, 'tick_id': 5300, 'fittest_gene': '1-1-0-0-0-2-0-2-1-1-1-0-1-1-1-0-2-0-0-0'}";"2";"/record_generation_server";"1650483419.121933937";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.18, 'avg_explore_ratio': 0.43, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.39, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.1, 'tick_id': 5200, 'fittest_gene': '1-1-0-0-0-1-0-2-1-1-1-0-1-1-1-0-2-0-0-0'}";"2";"/record_generation_server";"1650483418.629678010";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.17, 'avg_explore_ratio': 0.44, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 4.751999999999998, 'avg_exploit_ratio': 0.39, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.15, 'tick_id': 5100, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-1-0-1-1-1-0-2-0-0-0'}";"2";"/record_generation_server";"1650483418.136092901";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.42, 'fittest_explore_ratio': 0.45, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.1679999999999984, 'avg_exploit_ratio': 0.37, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.15, 'tick_id': 5000, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-1-0-1-1-1-0-2-0-0-0'}";"2";"/record_generation_server";"1650483417.651247024";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.2, 'avg_explore_ratio': 0.4, 'fittest_explore_ratio': 0.4, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 4.752000000000001, 'avg_exploit_ratio': 0.4, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.2, 'tick_id': 4900, 'fittest_gene': '1-1-0-0-0-1-0-2-1-2-1-0-1-1-1-2-2-0-0-0'}";"2";"/record_generation_server";"1650483417.187247991";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
